Fecha Hora |Temperatura °C|
05-02-2025 18:30:37 24.75
05-02-2025 18:30:39 24.75
05-02-2025 18:30:41 26.0
05-02-2025 18:30:43 26.5
05-02-2025 18:30:45 26.75
05-02-2025 18:30:49 28.5
05-02-2025 18:30:53 30.0
05-02-2025 18:31:01 32.25
